super_opeid,name,region,state,tier_name,type,exp_instr_pc_2013,ipeds_enrollment_2013,sticker_price_2013,scorecard_netprice_2013,grad_rate_150_p_2013,avgfacsal_2013,sat_avg_2013,endowment_pc_2000
1320,"University Of California, Santa Barbara",4,CA,Highly selective public,1,10640.534,19362,13865,9546,0.8069891228882203,13048,1235,NA
1321,"University Of California, Santa Cruz",4,CA,Selective public,1,8182.6016,15695,13397,9989,0.72669256381798,12110,1130,NA
1092,University Of Central Arkansas,3,AR,Selective public,1,5630.29,9754,7889,8003,0.4203062960862167,6434,1005,1207.1628
3954,University Of Central Florida,3,FL,Selective public,1,4381.188,51333,6368,11134,0.6724409448818897,8646,1185,1939.6252
2454,University Of Central Missouri,2,MO,Selective public,1,6058.2588,9974,7265,11830,0.5357643758765779,6867,NA,118.72733
3152,University Of Central Oklahoma,3,OK,Selective public,1,4734.5239,15218,5807,8572,0.3562255723059743,6382,NA,41.250584
3818,University Of Charleston,3,WV,Selective private,2,8450.7764,1386,18800,20368,0.4580645161290323,6012,984,NA
1774,University Of Chicago,2,IL,Ivy Plus,2,60602.469,5703,48252,8112,0.9267540478026214,16589,1517.5,NA
3125,University Of Cincinnati,2,OH,Selective public,1,7547.6841,31948,9645.2344,14500.565,0.6363120567375886,8459.8701,1165,33327.172
26,University Of Colorado System,4,CO,Selective public,1,12817.367,48326,9537.6387,11813.776,0.5752182818580093,9471.7119,1136.2921,7114.6196
1417,University Of Connecticut,1,CT,Highly selective public,1,18343.697,22595,12288.227,11218.562,0.7518282613824016,11955.964,1192.2876,12170.087
3651,University Of Dallas,3,TX,Selective private,2,7274.8447,1380,34430,19807,0.6602209944751382,7217,1200,NA
3127,University Of Dayton,2,OH,Selective private,2,9050.4521,7978,37230,21408,0.7674418604651163,8494,1145,NA
1431,University Of Delaware,3,DE,Selective public,1,15208.215,18487,12342,9409,0.8171892497200448,11834,1190,NA
1371,University Of Denver,4,CO,Selective private,2,11717.032,5517,42090,21513,0.7752212389380528,8914,1205,NA
2323,University Of Detroit Mercy,2,MI,Selective private,2,11087.073,2888,37320,24451,0.5681818181818182,8667,1120.5,NA
1891,University Of Dubuque,2,IA,Selective private,2,6137.4321,1694,26950,17816,0.468013468013468,6274,880,NA
1795,University Of Evansville,2,IN,Selective private,2,9499.5264,2477,31096,16231,0.6344086021505376,7658,1125,NA
3045,University Of Findlay,2,OH,Selective private,2,6394.8442,3872,30640,17707,0.56027164685908315,7043,990,NA
1535,University Of Florida,3,FL,Highly selective public,1,13805.161,33168,6313,8111,0.8653726708074534,10498,1265,14366.892
1598,University Of Georgia,3,GA,Highly selective public,1,7629.7666,26278,10836,8004,0.8314438502673798,9015,1235,1032.8306
1422,University Of Hartford,1,CT,Selective private,2,11399.881,5249,35444,24987,0.6064291920069504,8178,995,NA
1,University Of Hawaii And Hawaii Community Colleges,4,HI,Selective public,1,7919.5024,52848,5409.6592,5085.373,0.2884386384656721,8433.6689,1057.0837,1354.9266
34,University Of Houston System,3,TX,Selective public,1,4772.9199,52934,7410.5171,9553.8428,0.3755448198333737,9356.1602,1069.7656,4566.0649
1626,University Of Idaho,4,ID,Selective public,1,8550.0176,9540,6784,10173,0.5380804953560372,7986,1040,16672.463
86,University Of Illinois System,2,IL,Highly selective public,1,17146.082,52405,15755.831,8438.0586,0.7435282837967402,10771.609,1278.3722,7002.1304
1804,University Of Indianapolis,2,IN,Selective private,2,6708.186,4162,25414,15980,0.5710306406685237,6903,1010,NA
1892,University Of Iowa,2,IA,Selective public,1,11938.697,21974,8079,11351,0.6962144368680931,10194,1160,8405.7031
1948,University Of Kansas,2,KS,Selective public,1,14283.327,19217,9707,13943,0.6161866931479643,9694,NA,3663.0376
1989,University Of Kentucky,3,KY,Selective public,1,9630.0342,21441,10616,9743,0.6143687268885367,9614,1130,18998.465
1216,University Of La Verne,4,CA,Selective private,2,5938.7637,5216,36744,16128,0.592814371257485,8605,1015,NA
2031,University Of Louisiana At Lafayette,3,LA,Selective public,1,4010.5618,15053,6872,6525,0.4481605351170568,7568,1070,889.88422
2020,University Of Louisiana At Monroe,3,LA,Selective public,1,4215.3364,7276,6963,6404,0.403445800430725,6958,NA,601.42383
1999,University Of Louisville,3,KY,Selective public,1,13208.296,15954,10432,9908,0.5346809353943718,9373,1130,25451.773
133,University Of Maine System,1,ME,Selective public,1,6099.4873,26315,8771.7246,12005.632,0.4605543710021323,7847.3403,1030.434,8550.8145
2992,University Of Mary,2,ND,Selective private,2,6214.0845,2044,15665,10286,0.4857954545454545,6158,1050,NA
3588,University Of Mary Hardin-Baylor,3,TX,Selective private,2,6432.9082,3063,24040,19980,0.4719334719334719,7197,1045,NA
3746,University Of Mary Washington,3,VA,Selective public,1,6025.6328,4383,10312,12720,0.7371188222923238,7702,1110,5066.083
211,University Of Maryland System (Except University College) And Baltimore City Community College,3,MD,Highly selective public,1,9017.7988,97825,8508.1045,10018.843,0.5942491483325799,8506.5137,1120.5988,4703.5039
11644,University Of Maryland University College,3,MD,Nonselective four-year public,1,2401.2932,26740,6744,9358,0.0285714285714286,7153,NA,11.250766
125,University Of Massachusetts System,1,MA,Selective public,1,9341.7715,54669,12562.347,10574.33,0.6141571685662868,10927.741,1135.528,5873.7588
3509,University Of Memphis,3,TN,Selective public,1,6705.3403,17223,8619,9352,0.4319880418535127,8304,1015,6943.979
1536,University Of Miami,3,FL,Other elite schools (public and private),2,26529.117,11380,44350,20783,0.8168942842690946,11115,1320,NA
2325,University Of Michigan - Ann Arbor,2,MI,Highly selective public,1,20446.99,28283,14336,5529,0.8997481108312342,10509,1380,93394.555
2326,University Of Michigan - Dearborn,2,MI,Selective public,1,6419.7954,7144,10952,6386,0.5180442374854481,8640,NA,1530.2107
2327,University Of Michigan - Flint,2,MI,Selective public,1,5751.2368,7143,9694,7952,0.3754208754208754,7606,1127,6747.2563
81,University Of Minnesota System,2,MN,Highly selective public,1,11130.188,49808,13244.191,9230.0596,0.697466621260639,9733.9336,1244.8203,12265.262
2440,University Of Mississippi,3,MS,Selective public,1,13537.312,17377,7096,10647,0.5797041906327034,8283.9209,1075,7058.5239
79,University Of Missouri System And Missouri University Of Science And Technology,2,MO,Selective public,1,8798.4932,56869,9461.7529,12349.997,0.65158371040724,8683.1572,1185.1903,34313.836
1029,University Of Mobile,3,AL,Selective private,2,4994.9399,1481,19475,14149,0.4927536231884058,5024,935,NA
2536,University Of Montana,4,MT,Selective public,1,6069.0742,12254,6329,11134,0.4893097128894319,9948,1085,365.5271
2537,University Of Montana Western,4,MT,Selective public,1,5599.416,1455,4761,8530,0.4512820512820513,4790,NA,4.1293101
1004,University Of Montevallo,3,AL,Selective public,1,6299.2109,2618,10660,12723,0.4492753623188406,7035,1075,657.67151
2949,University Of Mount Olive,3,NC,Selective private,2,2449.7463,3414,17800,11553,0.3730569948186528,6231,912.5,NA
3083,University Of Mount Union,2,OH,Selective private,2,8411.7061,2096,27990,22552,0.627318718381113,6839,1010,NA
71,University Of Nebraska System,2,NE,Selective public,1,7258.0063,37513,7393.4087,10589.998,0.5850143454154636,8866.502,1121.2971,6824.6523
2568,"University Of Nevada , Reno",4,NV,Selective public,1,11593.355,15694,6707,12465,0.5139263252470799,9233,1075,7139.3379
2569,University Of Nevada - Las Vegas,4,NV,Selective public,1,6698.0903,23097,6590,9197,0.429498737829066,9986,995,1805.9525
2050,University Of New England,1,ME,Selective private,2,8681.1279,2653,34080,25336,0.5851272015655578,7900,1065,NA
2589,University Of New Hampshire,1,NH,Selective public,1,9655.9814,13349,16378.273,16374.873,0.7019632414369256,10966.711,1094.3838,6326.0869
1397,University Of New Haven,1,CT,Selective private,2,7651.9106,4864,34630,25179,0.5530642750373692,9407,1055,NA
2663,University Of New Mexico,4,NM,Selective public,1,7383.2275,29882,5557.9634,6829.3979,0.4615539858728556,8120.8862,1102.5,13821.437
2015,University Of New Orleans,3,LA,Selective public,1,5170.9268,7144,7392,7222,0.3213592233009709,7448,1150,791.07916
1016,University Of North Alabama,3,AL,Selective public,1,5038.8057,5881,7412,11270,0.321603128054741,7152,989.5,661.93555
2907,University Of North Carolina  Asheville,3,NC,Selective public,1,7340.3545,3736,6392,7134,0.5954465849387042,7371,1195,4463.125
2974,University Of North Carolina - Chapel Hill,3,NC,Other elite schools (public and private),1,24671.771,18370,8336,5729,0.9001805519731751,11392,1320,44733.852
2975,University Of North Carolina - Charlotte,3,NC,Selective public,1,7252.146,21503,6277,8375,0.538961038961039,8337,1085,4598.0098
2976,University Of North Carolina - Greensboro,3,NC,Selective public,1,7315.3506,14753,6454,7392,0.5540929658576718,7926,1030,8573.1738
2954,University Of North Carolina At Pembroke,3,NC,Selective public,1,5757.4321,5429,5287,8153,0.3269754768392371,6516,930,1091.1925
2984,University Of North Carolina At Wilmington,3,NC,Selective public,1,7144.3618,12447,6392,7958,0.7098797699947725,7872,1190,2318.7217
3981,University Of North Carolina School Of The Arts,3,NC,Nonselective four-year public,1,18691.824,797,8363,4878,0.621301775147929,6953,1120,21828.313
3005,University Of North Dakota,2,ND,Selective public,1,12962.568,11724,7741,13479,0.5529475982532751,8361,1077.5,1612.182
9841,University Of North Florida,3,FL,Selective public,1,4016.8137,14263,5747,6825,0.49951171875,7279,1155,NA
1585,University Of North Georgia,3,GA,Selective public,1,NA,14851,4551,14418,NA,5492,1020,4137.208
3594,University Of North Texas,3,TX,Selective public,1,5755.0498,31243,9346,2551,0.4992846924177397,9746,1100,1538.0825
1349,University Of Northern Colorado,4,CO,Selective public,1,6082.8755,9947,7733,14208,0.4638472032742156,7487,1055,56.678436
1890,University Of Northern Iowa,2,IA,Selective public,1,7322.5649,10380,7749,9891,0.6649323621227887,8062,1073,222.89259
4861,University Of Northwestern Ohio,2,OH,Nonselective four-year private not-for-profit,2,3096.8027,4117,9868,14463,0.4852941176470588,4279,NA,NA
2371,University Of Northwestern- St Paul,2,MN,Selective private,2,5433.4517,3149,28726,19962,0.6801541425818882,6078,1180,NA
1840,University Of Notre Dame,2,IN,Other elite schools (public and private),2,25681.508,8477,46237,12176,0.9485887096774194,12629,1430,NA
3184,University Of Oklahoma,3,OK,Selective public,1,14367.479,21805,7643.2163,13252,0.662918410041841,9210.1602,1200,1486.8521
3223,University Of Oregon,4,OR,Selective public,1,10355.128,20797,9918,11496,0.6653352353780314,8828,1110,13849.109
3378,University Of Pennsylvania,1,PA,Ivy Plus,2,42942.691,11525,47668,3847,0.9568744662681468,15460,1455,NA
1980,University Of Pikeville,3,KY,Selective private,2,4340.5815,1738,18290,12903,0.2863849765258216,5588,885,NA
108,University Of Pittsburgh System,1,PA,Highly selective public,1,13766.231,24980,16622.15,18500.162,0.7219892150988616,8799.7324,1201.04,42067.832
3224,University Of Portland,4,OR,Selective private,2,9847.0234,3494,40424,21748,0.7549751243781094,7678,1195,NA
3797,University Of Puget Sound,4,WA,Highly selective private,2,14413.6,2544,43428,22973,0.781591263650546,9228,1220,NA
1322,University Of Redlands,4,CA,Selective private,2,8020.5127,3607,43186,19403,0.7295492487479132,9234,1100,NA
3414,University Of Rhode Island,1,RI,Selective public,1,6448.6836,13354,12506,11660,0.6343656343656343,9144,1070,4231.2354
3744,University Of Richmond,3,VA,Other elite schools (public and private),2,15529.236,3215,46680,8599,0.8501872659176031,10983,1325,NA
3116,University Of Rio Grande,2,OH,Selective private,2,4985.7261,2206,21930,26195,0.4521072796934866,5976,NA,NA
2894,University Of Rochester,1,NY,Other elite schools (public and private),2,28205.119,6177,46960,15555,0.8518204911092293,12762,NA,NA
1832,"University Of Saint Francis of Fort Wayne, IN",2,IN,Selective private,2,6385.6479,1980,25589,13094,0.5282392026578073,5666,965,NA
1664,"University Of Saint Francis of Joliet, IL",2,IL,Selective private,2,5087.2192,1780,28790,16348,0.5656565656565656,7543,985,NA
1409,University Of Saint Joseph,1,CT,Selective private,2,8089.1089,1049,34755,20680,0.5212121212121212,8193,965,NA
3654,"University Of Saint Thomas of Houston, TX",3,TX,Selective private,2,8152.5967,1572,29440,16940,0.5104166666666666,6830,1105,NA
2345,"University Of Saint Thomas of Saint Paul, MN",2,MN,Selective private,2,10281.706,6321,36682,24273,0.7509520182787509,9892,940,NA
10395,University Of San Diego,4,CA,Highly selective private,2,13266.502,5665,42908,17932,0.7502295684113864,11648,1225,NA
1325,University Of San Francisco,4,CA,Selective private,2,12357.769,6392,41450,23039,0.6901140684410646,12409,1145,NA
3167,University Of Science & Arts Of Oklahoma,3,OK,Selective public,1,6114.5562,918,6270,5027,0.3947368421052632,5379,901.5,191.34776
3384,University Of Scranton,1,PA,Selective private,2,8832.2861,3942,39956,23063,0.817560975609756,9400,1125,NA
3469,University Of Sioux Falls,2,SD,Selective private,2,5301.0166,1100,25480,15872,0.474308300395257,6075,985,NA
1057,University Of South Alabama,3,AL,Selective public,1,8528.5596,11307,7188,10165,0.3321579689703808,7212,1027.5,23809.561
63,University Of South Carolina System,3,SC,Selective public,1,8421.0615,38627,10372.989,9975.8447,0.577945095409281,8197.8281,1104.8624,9249.1328
72,"University Of South Dakota, South Dakota State Universities And South Dakota School Of Mines And Technology",2,SD,Selective public,1,5377.2402,30634,7921.0181,11769.023,0.5190813643160566,7279.4976,1002.2122,5387.064
1537,University Of South Florida,3,FL,Selective public,1,6592.2241,36853,6307.0811,6919.5879,0.6204471238382316,8064.1348,1158.1244,6586.5186
1328,University Of Southern California,4,CA,Other elite schools (public and private),2,35693.703,18445,48280,16403,0.9116751269035536,13045,1380,NA
1808,University Of Southern Indiana,2,IN,Selective public,1,4270.0288,8913,6957,9434,0.3942354665363947,6363,995,1004.016
2441,University Of Southern Mississippi,3,MS,Selective public,1,6060.9136,12475,6980,11555,0.4513081395348837,7109,1012.5,100.45068
1538,University Of Tampa,3,FL,Selective private,2,5615.1606,6499,26330,23253,0.6159110350727117,8424,1075,NA
51,University Of Tennessee System,3,TN,Selective public,1,13177.065,38504,9693.3076,6910.541,0.5616801378031006,8743.2051,1124.0182,16343.466
3599,University Of Texas - Pan American,3,TX,Selective public,1,4907.688,17230,5173,1117,NA,7552,960,NA
3656,University Of Texas At Arlington,3,TX,Selective public,1,5325.5552,25690,8878,11240,NA,8272,1044,NA
3658,University Of Texas At Austin,3,TX,Highly selective public,1,14027.364,39979,9830,7667,0.5148456057007126,10900,1290,110218.16
30646,University Of Texas At Brownsville,3,TX,Nonselective four-year public,1,3452.1865,11220,5282,7078,NA,7007,NA,NA
9741,University Of Texas At Dallas,3,TX,Highly selective public,1,8143.4629,13049,10864,8801,NA,12416,1255,NA
3661,University Of Texas At El Paso,3,TX,Selective public,1,4914.3892,19696,7059,5303,NA,8167,NA,NA
10115,University Of Texas At San Antonio,3,TX,Selective public,1,4679.6353,24342,7457,8242,NA,9272,1040,NA
11163,University Of Texas At Tyler,3,TX,Nonselective four-year public,1,6283.3042,5591,7312,7113,NA,7291,1051.5,NA
9930,University Of Texas Of The Permian Basin,3,TX,Nonselective four-year public,1,5709.2729,4246,5250,5866,NA,7196,974,NA
3350,University Of The Arts,1,PA,Nonselective four-year private not-for-profit,2,10992.583,1890,38410,29211,0.6417112299465241,6980,1010,NA
1962,University Of The Cumberlands,3,KY,Selective private,2,3156.9915,2096,20000,15067,0.4345114345114345,5417,975,NA
1441,University Of The District Of Columbia,3,DC,Selective public,1,9733.752,4712,5251,14969,0.1639344262295082,8293,NA,1709.9174
3578,University Of The Incarnate Word,3,TX,Selective private,2,5242.832,6491,26490,17449,0.4000000000000001,7616,960,NA
1094,University Of The Ozarks,3,AR,Selective private,2,9220.3926,585,24440,13809,0.4831460674157303,5489,1015,NA
1329,University Of The Pacific,4,CA,Selective private,2,17879.205,3877,41342,21617,0.6331058020477816,10089,1175.5,NA
3353,University Of The Sciences In Philadelphia,1,PA,Selective private,2,11940.586,1837,36096,24241,0.718132854578097,8000,1170,NA
3534,University Of The South,3,TN,Highly selective private,2,15550.835,1620,35202,7397,0.7805486284289278,8389,NA,NA
3131,University Of Toledo,2,OH,Selective public,1,10361.481,16153,9463,12687,0.4643807271652379,8426,1042.5,1873.9266
3185,University Of Tulsa,3,OK,Highly selective private,2,13050.45,3428,34405,20539,0.6881720430107529,9672,1270,NA
3675,University Of Utah,4,UT,Selective public,1,11168.241,24492,7835,12299,0.6036866359447005,7764,1155,11989.018
3696,University Of Vermont And State Agricultural College,1,VT,Selective public,1,13060.238,10912,16226,10994,0.7582236842105262,9562,1185,21901.363
3745,University Of Virginia,3,VA,Other elite schools (public and private),1,14793.028,16087,13208,6591,0.9306839186691312,12428,1355,76401.984
3747,University Of Virginia's College At Wise,3,VA,Selective public,1,4800.397,2291,8868,6583,0.4314214463840399,6928,945,11288.186
3798,University Of Washington System,4,WA,Selective public,1,23993.67,37486,12328.353,6209.3706,0.804082376526335,10145.393,1182.2793,28188.08
1024,University Of West Alabama,3,AL,Selective public,1,5411.4663,1999,8018,12131,0.2982456140350877,6408,NA,206.50052
3955,University Of West Florida,3,FL,Selective public,1,4296.4888,10158,5776,9379,0.4232456140350877,7392,1025,21.151079
1601,University Of West Georgia,3,GA,Selective public,1,4775.1904,9959,5938,11209,0.4287298946200777,5787,950,911.45856
83,University Of Wisconsin System,2,WI,Highly selective public,1,6751.7461,155502,8418.1445,9081.5908,0.5576106963203934,7560.1191,1207.7207,1937.2189
3932,University Of Wyoming,4,WY,Selective public,1,11199.402,10117,3968,8336,0.5408921933085502,8810,1075,11452.148
1893,Upper Iowa University,2,IA,Selective private,2,3939.5244,4632,26834,17757,0.3963414634146342,5794,NA,NA
3133,Urbana University,2,OH,Selective private,2,1999.8539,1584,22012,15092,0.3041666666666666,4985,NA,NA
3385,Ursinus College,1,PA,Selective private,2,11305.762,1596,46080,17751,0.7905982905982906,8769,NA,NA
3134,Ursuline College,2,OH,Selective private,2,7924.7349,805,27700,12596,0.5,5748,1030,NA
38023,Uta Mesivta Of Kiryas Joel,1,NY,Nonselective four-year private not-for-profit,2,3812.937,1561,9000,10155,0.6563706563706564,2331,NA,NA
3677,Utah State University,4,UT,Selective public,1,5587.1494,24385,6384,9895,0.540129151291513,8206,1050,3686.0293
4027,Utah Valley University,4,UT,Nonselective four-year public,1,3223.0142,30370,5270,8211,0.2673521850899743,7099,NA,1345.9524
2883,Utica College,1,NY,Selective private,2,6511.4004,2881,33736,18883,0.4715447154471545,7905,NA,NA
1599,Valdosta State University,3,GA,Selective public,1,4445.8647,9718,6142,13421,0.4022817460317461,5998,1015,734.57507
6750,Valencia College,3,FL,Nonselective four-year public,1,1718.5258,42180,2474,5923,NA,6094,NA,1447.9154
3008,Valley City State University,2,ND,Selective public,1,7078.1382,1211,6674,8654,0.4619565217391305,5793,897,559.96606
3306,Valley Forge Christian College,1,PA,Nonselective four-year private not-for-profit,2,4509.5576,964,20394,20268,0.445859872611465,4733,920,NA
1842,Valparaiso University,2,IN,Selective private,2,9959.5391,3251,34760,13980,0.7012622720897616,7280,1110,NA
3535,Vanderbilt University,3,TN,Other elite schools (public and private),2,69294.281,6835,43838,7411,0.9251944943147816,12871,1505,NA
1293,Vanguard University Of Southern California,4,CA,Selective private,2,5178.626,2135,30050,18985,0.5231607629427792,7714,970,NA
2895,Vassar College,1,NY,Other elite schools (public and private),2,24883.471,2477,49570,4456,0.9364844903988184,11065,1405,NA
2665,Vaughn College Of Aeronautics And Technology,1,NY,Nonselective four-year private not-for-profit,2,5508.3994,1724,21642,17385,0.5555555555555556,9139,NA,NA
3388,Villanova University,1,PA,Other elite schools (public and private),2,13403.059,7042,45966,20259,0.9008109794135996,10425,1310,NA
1843,Vincennes University,2,IN,Nonselective four-year public,1,2620.6816,18383,5174,8624,0.4,6073,NA,3677.9043
3735,Virginia Commonwealth University,3,VA,Selective public,1,10565.219,23356,12398,11544,0.5681220410310363,8242,1105,1134.931
3753,Virginia Military Institute,3,VA,Selective public,1,11487.699,1675,15518,5571,0.7585365853658537,7426,1160,13759.831
3754,Virginia Polytechnic Institute & State University,3,VA,Highly selective public,1,9853.499,24034,12017,13075,0.8262074425969913,10146,1215,12913.878
3764,Virginia State University,3,VA,Selective public,1,7169.5396,5073,8002,11936,0.4590163934426229,7414,840,2175.2976
3766,Virginia Union University,3,VA,Selective private,2,5198.8584,1359,14930,17922,0.3546666666666667,5524,775,NA
3767,Virginia Wesleyan College,3,VA,Selective private,2,8440.5713,1459,33286,19840,0.4404432132963989,7466,985,NA
3911,Viterbo University,2,WI,Selective private,2,5643.103,2079,23790,11593,0.4730878186968839,6099,1044,NA
1844,Wabash College,2,IN,Selective private,2,12666.438,902,37750,15891,0.6907630522088354,8352,1130,NA
2899,Wagner College,1,NY,Selective private,2,8659.9902,1842,40750,20723,0.6136363636363636,7949,NA,NA
2978,Wake Forest University,3,NC,Other elite schools (public and private),2,24492.465,4823,46200,21854,0.8646482635796973,10928,NA,NA
3799,Walla Walla University,4,WA,Selective private,2,8890.2412,1686,25866,19231,0.4593023255813954,4638,1080,NA
3135,Walsh University,2,OH,Selective private,2,6332.1084,2385,26650,13349,0.5518763796909493,5876,1005,NA
8848,Warner University,3,FL,Selective private,2,2785.8259,1043,18966,15209,0.427536231884058,4638,853.5,NA
2979,Warren Wilson College,3,NC,Selective private,2,10068.129,830,30852,17500,0.5063829787234042,5066,1115,NA
1896,Wartburg College,2,IA,Selective private,2,8421.7871,1714,36120,17348,0.6261510128913443,6274,1045,NA
1949,Washburn University - Topeka,2,KS,Selective public,1,5621.666,7341,5864.8315,9266.4824,0.3657770800627944,7618,NA,20113.393
2067,Washington Adventist University,3,MD,Selective private,2,6782.7383,1011,21395,15613,0.3650793650793651,5041,840,NA
3389,Washington And Jefferson College,1,PA,Selective private,2,9883.4971,1328,41282,20398,0.7709359605911331,7571,NA,NA
3768,Washington And Lee University,3,VA,Other elite schools (public and private),2,24299.74,1855,45617,5586,0.9023861171366594,12144,1390,NA
2108,Washington College,3,MD,Selective private,2,12517.691,1483,42592,17805,0.6820987654320988,7927,NA,NA
3800,Washington State University,4,WA,Selective public,1,8254.5195,23070,12428,10232,0.6548366834170855,8547,1030,8989.6621
2520,Washington University In St. Louis,2,MO,Other elite schools (public and private),2,92586.156,7336,46467,7781,0.940377358490566,13286,1495,NA
3663,Wayland Baptist University,3,TX,Selective private,2,4888.9502,4515,12960,11859,0.3319838056680162,4845,940,NA
2566,Wayne State College,2,NE,Selective public,1,4614.2163,2991,5604,8524,0.4556574923547402,7206,NA,NA
2329,Wayne State University,2,MI,Selective public,1,10610.757,18602,12350,10544,0.3234875444839858,9689,NA,4828.3848
3391,Waynesburg University,1,PA,Selective private,2,6794.1675,1598,21290,13414,0.5398009950248757,6633,995,NA
1540,Webber International University,3,FL,Selective private,2,3630.811,1262,23868.041,14830.181,0.3912496112090289,4970.6465,945.28528,NA
3680,Weber State University,4,UT,Selective public,1,2858.5022,24498,5184,8248,0.4316730523627075,6927,NA,1932.4369
2521,Webster University,2,MO,Selective private,2,4202.1821,3528,24600,16545,0.5942028985507246,8068,NA,NA
2224,Wellesley College,1,MA,Other elite schools (public and private),2,30108.783,2474,45078,10495,0.9067796610169492,12025,1385,NA
2901,Wells College,1,NY,Selective private,2,7897.5396,534,36700,16863,0.5804597701149425,6983,1035,NA
2225,Wentworth Institute Of Technology,1,MA,Selective private,2,8261.8799,4012,30765,24900,0.6251455180442375,8039,1115,NA
1433,Wesley College,3,DE,Selective private,2,6084.5298,1600,24100,19444,0.2178423236514523,6703,860,NA
1424,Wesleyan University,1,CT,Other elite schools (public and private),2,21727.469,2906,47972,5736,0.9154160982264664,11163,NA,NA
3328,West Chester University Of Pennsylvania,1,PA,Selective public,1,6302.2764,13711,9144,16581,0.6864450127877237,8909,1075,708.29742
3823,West Liberty University,3,WV,Selective public,1,4666.2783,2660,6415,9004,0.4136546184738956,6482,910,NA
3665,West Texas A&M University,3,TX,Selective public,1,5098.3838,6906,6782,7426,0.4030335861321777,7359,970,2622.3533
65,West Virginia Community And Technical College System,3,WV,Selective public,1,3896.4482,6649,5553.0327,7801.3735,0.3454545454545455,6209.3042,935,1450.4521
3826,West Virginia State University,3,WV,Selective public,1,4596.8125,2622,6229,7032,0.1868131868131868,6067,880,15.332297
64,"West Virginia University, West Virginia University Institute Of Technology, West Virginia University - Parkersburg, And Potomac State College",3,WV,Selective public,1,9680.9404,29100,6243.6421,6928.2788,0.5170446579924879,8466.8828,1036.1779,642.7688
3830,West Virginia Wesleyan College,3,WV,Selective private,2,5766.937,1367,27858,16123,0.600997506234414,5516,961.5,NA
2981,Western Carolina University,3,NC,Selective public,1,6798.3179,8448,6305,8558,0.510808646917534,7493,1040,3143.6482
1380,Western Connecticut State University,1,CT,Selective public,1,7316.6245,5492,9077,12778,0.4451827242524916,8712,980,NA
33394,Western Governors University,4,UT,Nonselective four-year private not-for-profit,2,1910.9961,35493,6070,12705,0.2417582417582418,4279,NA,NA
1780,Western Illinois University,2,IL,Selective public,1,9224.6172,9873,11471,14583,0.5609881626351003,8263,NA,1103.3983
2002,Western Kentucky University,3,KY,Selective public,1,5567.8457,17509,9140,10350,0.5070539419087137,6983,1005,NA
2330,Western Michigan University,2,MI,Selective public,1,6953.8848,19198,10685,13575,0.5490930031672905,9016,NA,4100.9131
10363,Western Nevada College,4,NV,Nonselective four-year public,1,2154.3906,3975,2700,9290,NA,7708,NA,20.715263
2226,Western New England University,1,MA,Selective private,2,8953.4229,2667,33466,23656,0.5960729312762973,9269,1070,NA
2664,Western New Mexico University,4,NM,Selective public,1,4913.3809,2849,5346,9869,0.16751269035533,5920,NA,975.68866
3209,Western Oregon University,4,OR,Selective public,1,5729.9067,5263,9105,15105,0.4443231441048036,6100,1015,12.706703
1372,Western State Colorado University,4,CO,Selective public,1,5988.0254,2193,7874,11174,0.4241803278688525,6173,918.5,NA
3802,Western Washington University,4,WA,Selective public,1,7084.022,14026,8965,8859,0.693234836702955,8028,1105,300.7699
2189,Westfield State University,1,MA,Selective public,1,5649.3315,5692,8682,11609,0.5850052798310454,8356,1000,714.7796
2523,"Westminster College of Fulton, MO",2,MO,Selective private,2,5287.8086,1026,22560,17450,0.6905829596412556,5781,1021.5,NA
3392,"Westminster College of New Wilmington, PA",1,PA,Selective private,2,7940.895,1313,33410,16913,0.7652733118971061,6470,1050,NA
3681,"Westminster College of Salt Lake City, UT",4,UT,Selective private,2,7914.9336,2295,30364,19062,0.5714285714285714,8393,1117.5,NA
1341,Westmont College,4,CA,Highly selective private,2,14018.855,1308,39990,22886,0.7577319587628866,9329,1170,NA
2227,"Wheaton College of Norton, MA",1,MA,Highly selective private,2,14140.552,1654,46423,19202,0.7559808612440191,9037,NA,NA
1781,"Wheaton College of Wheaton, IL",2,IL,Highly selective private,2,11423.03,2444,31900,15720,0.8672413793103448,8328,1300,NA
3831,Wheeling Jesuit University,3,WV,Selective private,2,5812.4268,1180,28030,15729,0.5375,5731,995,NA
2228,Wheelock College,1,MA,Selective private,2,13230.698,880,32830,23864,0.5446428571428571,6999,965,NA
3803,Whitman College,4,WA,Other elite schools (public and private),2,15977.549,1541,44800,16483,0.8775,8715,1315,NA
1342,Whittier College,4,CA,Selective private,2,10433.391,1656,41636,13112,0.6677419354838708,8954,1065,NA
3804,Whitworth University,4,WA,Selective private,2,8601.4063,2358,37630,18555,0.7387218045112782,6590.5176,NA,NA
1950,Wichita State University,2,KS,Selective public,1,4746.8936,11670,7265,13336,0.4640980735551663,7568,NA,8878.6113
3313,Widener University,1,PA,Selective private,2,15999.228,3534,39007.645,24057.076,0.5616264294790343,7629.1289,1025,NA
3669,Wiley College,3,TX,Selective private,2,5681.168,1388,11482,15264,0.22,5405,NA,NA
3394,Wilkes University,1,PA,Selective private,2,6304.9424,2388,31262,20022,0.5790322580645161,8186,1045,NA
3227,Willamette University,4,OR,Selective private,2,12978.045,2119,44076,20331,0.7882882882882883,9341,1200,NA
